method,filter,selectivity,recall_at_10,mean_latency_ms,p50_latency_ms,p95_latency_ms,qps,index_build_time_s
hnswlib_native_filtered_search,sel100_unfiltered,100.0,0.9980000000000001,0.8564177499988546,0.31848800000489064,4.328949999990073,1167.6544536837746,0.5379672050476074
hnswlib_native_filtered_search,sel75_label_ne_3,74.633,0.9980000000000001,0.9392821800003048,0.43257300001187104,2.762482899976248,1064.6427892411155,0.5379672050476074
hnswlib_native_filtered_search,sel50_label_in_01,51.167,0.9990000000000001,1.38395897999942,0.9263285000145061,3.4194235999763123,722.5647685023287,0.5379672050476074
hnswlib_native_filtered_search,sel25_label_eq_0,25.6,1.0,1.07956438000258,1.1646910000138178,1.6254829500212509,926.2995505628021,0.5379672050476074
hnswlib_native_filtered_search,sel25_label_eq_1,25.567,1.0,1.7989335800024264,1.5074905000176386,3.8080967500036422,555.8848926477048,0.5379672050476074
hnswlib_native_filtered_search,sel25_label_eq_2,23.467,1.0,1.6043585699941332,1.1767464999934418,3.5322945499785874,623.3020589678134,0.5379672050476074
hnswlib_native_filtered_search,sel25_label_eq_3,25.367,1.0,1.7562999299968851,1.1704019999854154,5.106496099989498,569.3788304152432,0.5379672050476074
hnswlib_native_filtered_search,sel10_label0_tag_lt_0.4,9.733,1.0,2.0593040000011342,1.9312089999914406,3.7625022999861804,485.6009603241917,0.5379672050476074
hnswlib_native_filtered_search,sel5_label0_tag_lt_0.2,5.2,1.0,2.791038370004344,2.5375155000233462,4.466563300010762,358.2895924137523,0.5379672050476074
