method,filter,selectivity,recall_at_10,mean_latency_ms,p50_latency_ms,p95_latency_ms,qps,index_build_time_s
hnsw_post_filter,sel100_unfiltered,100.0,0.9980000000000001,0.4640566700004456,0.2256550001220603,2.2989030501776138,2154.909226924892,1.3466906547546387
hnsw_post_filter,sel75_label_ne_3,74.633,0.7239999999999999,0.6409639199887351,0.19543550001799304,4.214964649918329,1560.1502187792019,1.3466906547546387
hnsw_post_filter,sel50_label_in_01,51.167,0.4720000000000001,0.6063251900036448,0.20199549999233568,4.209457949878015,1649.2799845475474,1.3466906547546387
hnsw_post_filter,sel25_label_eq_0,25.6,0.25600000000000006,0.6134266099888919,0.19386150006539538,4.195503549942714,1630.1868613396284,1.3466906547546387
hnsw_post_filter,sel25_label_eq_1,25.567,0.21600000000000003,0.6342614899926957,0.19084149994341715,4.208599649973621,1576.6367906263963,1.3466906547546387
hnsw_post_filter,sel25_label_eq_2,23.467,0.252,0.6531019299904983,0.19472800011044455,4.216553549872514,1531.1545626798998,1.3466906547546387
hnsw_post_filter,sel25_label_eq_3,25.367,0.276,0.6497678500136317,0.19712450000497483,4.203037800118636,1539.0112021994019,1.3466906547546387
hnsw_post_filter,sel10_label0_tag_lt_0.4,9.733,0.095,0.6573653699933857,0.17579949985702115,4.195390399979715,1521.2240340711314,1.3466906547546387
hnsw_post_filter,sel5_label0_tag_lt_0.2,5.2,0.053,0.7834054100203502,0.1908570000068721,6.276882899987864,1276.4782923493256,1.3466906547546387
